,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
6432,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,645,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6433,,,,,Co-op Food,This spot is popular,Grocery Store,341,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6434,,,,,PureGym,This spot is popular,Gym / Fitness Center,971,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6435,,,,,Kennedy Park,This spot is popular,Park,216,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6436,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,540,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6437,,,,,Booker,This spot is popular,Warehouse Store,683,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6438,,,,,Scrap Today Limited,This spot is popular,Recycling Facility,777,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6439,,,,,Cure Healthcare Services Ltd,This spot is popular,Health & Beauty Service,898,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6440,,,,,Europcar Slough,This spot is popular,Rental Car Location,989,SL2 2PL Venus Close,51.5320276,-0.6359336,Venus Close
6441,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,911,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6442,,,,,PureGym,This spot is popular,Gym / Fitness Center,940,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6443,,,,,Co-op Food,This spot is popular,Grocery Store,680,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6444,,,,,Tesco Express,This spot is popular,Grocery Store,793,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6445,,,,,Kennedy Park,This spot is popular,Park,336,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6446,,,,,Booker,This spot is popular,Warehouse Store,733,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6447,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,781,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6448,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,870,SL2 2PP Downing Path,51.53248410000001,-0.640798,Downing Path
6449,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,562,SL2 2PQ Long Furlong Drive,51.5322067,-0.6320621,Long Furlong Drive
6450,,,,,Co-op Food,This spot is popular,Grocery Store,78,SL2 2PQ Long Furlong Drive,51.5322067,-0.6320621,Long Furlong Drive
6451,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,273,SL2 2PQ Long Furlong Drive,51.5322067,-0.6320621,Long Furlong Drive
6452,,,,,Kennedy Park,This spot is popular,Park,364,SL2 2PQ Long Furlong Drive,51.5322067,-0.6320621,Long Furlong Drive
6453,,,,,Booker,This spot is popular,Warehouse Store,809,SL2 2PQ Long Furlong Drive,51.5322067,-0.6320621,Long Furlong Drive
6454,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,863,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6455,,,,,The Old Five Bells,This spot is popular,Pub,917,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6456,,,,,PureGym,This spot is popular,Gym / Fitness Center,962,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6457,,,,,Costa Coffee,This spot is popular,Coffee Shop,925,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6458,,,,,Tesco Express,This spot is popular,Grocery Store,576,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6459,,,,,The Bee,This spot is popular,Bar,949,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6460,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,492,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6461,,,,,Lift & Transport,This spot is popular,Business Service,663,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6462,,,,,Kennedy Park,This spot is popular,Park,705,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6463,,,,,Burnham Park,This spot is popular,Park,727,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6464,,,,,The Garibaldi,This spot is popular,Bar,791,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6465,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,830,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6466,,,,,Ye Olde Swan,This spot is popular,Bar,834,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6467,,,,,Tesco Express,This spot is popular,Grocery Store,871,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6468,,,,,Booker,This spot is popular,Warehouse Store,876,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6469,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,880,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6470,,,,,Burnham Delight Cafe,This spot is popular,Café,897,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6471,,,,,Burnham Village Store,This spot is popular,Convenience Store,939,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6472,,,,,Mark Seymour Photography,This spot is popular,Photography Studio,965,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6473,,,,,Platform 2,This spot is popular,Platform,973,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6474,,,,,Roll With It,This spot is popular,Food Truck,977,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6475,,,,,Platform 1,This spot is popular,Platform,992,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6476,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,978,SL2 2PR Long Furlong Drive,51.53218889999999,-0.6463323999999999,Long Furlong Drive
6477,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,853,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6478,,,,,The Old Five Bells,This spot is popular,Pub,910,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6479,,,,,Costa Coffee,This spot is popular,Coffee Shop,896,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6480,,,,,The Bee,This spot is popular,Bar,915,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6481,,,,,Tesco Express,This spot is popular,Grocery Store,666,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6482,,,,,Lift & Transport,This spot is popular,Business Service,629,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6483,,,,,Kennedy Park,This spot is popular,Park,684,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6484,,,,,Burnham Park,This spot is popular,Park,765,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6485,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,920,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6486,,,,,The Garibaldi,This spot is popular,Bar,797,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6487,,,,,Ye Olde Swan,This spot is popular,Bar,823,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6488,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,834,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6489,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,865,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6490,,,,,Burnham Delight Cafe,This spot is popular,Café,877,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6491,,,,,Burnham Village Store,This spot is popular,Convenience Store,910,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6492,,,,,Booker,This spot is popular,Warehouse Store,948,SL2 2PS Stratford Close,51.5330119,-0.6463177,Stratford Close
6493,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,904,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6494,,,,,The Old Five Bells,This spot is popular,Pub,960,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6495,,,,,Costa Coffee,This spot is popular,Coffee Shop,950,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6496,,,,,Tesco Express,This spot is popular,Grocery Store,656,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6497,,,,,The Bee,This spot is popular,Bar,969,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6498,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,480,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6499,,,,,Lift & Transport,This spot is popular,Business Service,591,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6500,,,,,Kennedy Park,This spot is popular,Park,640,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6501,,,,,Burnham Park,This spot is popular,Park,799,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6502,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,950,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6503,,,,,The Garibaldi,This spot is popular,Bar,844,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6504,,,,,Ye Olde Swan,This spot is popular,Bar,874,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6505,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,881,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6506,,,,,Tesco Express,This spot is popular,Grocery Store,903,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6507,,,,,Booker,This spot is popular,Warehouse Store,901,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6508,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,916,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6509,,,,,Burnham Delight Cafe,This spot is popular,Café,929,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6510,,,,,Mark Seymour Photography,This spot is popular,Photography Studio,946,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6511,,,,,Burnham Village Store,This spot is popular,Convenience Store,964,SL2 2PT Newport Road,51.5328007,-0.6456092999999999,Newport Road
6512,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,993,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6513,,,,,PureGym,This spot is popular,Gym / Fitness Center,978,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6514,,,,,Co-op Food,This spot is popular,Grocery Store,926,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6515,,,,,Tesco Express,This spot is popular,Grocery Store,674,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6516,,,,,Lift & Transport,This spot is popular,Business Service,515,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6517,,,,,Kennedy Park,This spot is popular,Park,557,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6518,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,558,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6519,,,,,Booker,This spot is popular,Warehouse Store,843,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6520,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,983,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6521,,,,,Burnham Park,This spot is popular,Park,876,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6522,,,,,The Garibaldi,This spot is popular,Bar,930,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6523,,,,,Ye Olde Swan,This spot is popular,Bar,963,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6524,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,969,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6525,,,,,Tesco Express,This spot is popular,Grocery Store,993,SL2 2PU Lynch Hill Lane,51.5326734,-0.6443371999999999,Lynch Hill Lane
6526,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,805,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6527,,,,,PureGym,This spot is popular,Gym / Fitness Center,947,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6528,,,,,Co-op Food,This spot is popular,Grocery Store,545,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6529,,,,,Kennedy Park,This spot is popular,Park,235,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6530,,,,,Tesco Express,This spot is popular,Grocery Store,882,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6531,,,,,Booker,This spot is popular,Warehouse Store,703,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6532,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,736,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6533,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,908,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6534,,,,,Scrap Today Limited,This spot is popular,Recycling Facility,983,SL2 2PW Wintoun Path,51.5323883,-0.6388545,Wintoun Path
6535,,,,,Co-op Food,This spot is popular,Grocery Store,862,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6536,,,,,Tesco Express,This spot is popular,Grocery Store,799,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6537,,,,,Lift & Transport,This spot is popular,Business Service,404,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6538,,,,,Kennedy Park,This spot is popular,Park,462,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6539,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,580,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6540,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,912,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6541,,,,,Booker,This spot is popular,Warehouse Store,899,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6542,,,,,Burnham Park,This spot is popular,Park,987,SL2 2PX Lynch Hill Lane,51.533571,-0.6431916,Lynch Hill Lane
6543,,,,,Co-op Food,This spot is popular,Grocery Store,979,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6544,,,,,Tesco Express,This spot is popular,Grocery Store,939,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6545,,,,,Kennedy Park,This spot is popular,Park,545,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6546,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,720,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6547,,,,,Sams Store Drinks,This spot is popular,Convenience Store,980,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6548,,,,,Ye Olde Swan,This spot is popular,Bar,985,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6549,,,,,The Garibaldi,This spot is popular,Bar,999,SL2 2PY Dove House Crescent,51.5351818,-0.6441544,Dove House Crescent
6550,,,,,Co-op Food,This spot is popular,Grocery Store,960,SL2 2PZ Dove House Crescent,51.5364768,-0.6428029000000001,Dove House Crescent
6551,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,635,SL2 2PZ Dove House Crescent,51.5364768,-0.6428029000000001,Dove House Crescent
6552,,,,,Kennedy Park,This spot is popular,Park,517,SL2 2PZ Dove House Crescent,51.5364768,-0.6428029000000001,Dove House Crescent
6553,,,,,Sams Store Drinks,This spot is popular,Convenience Store,965,SL2 2PZ Dove House Crescent,51.5364768,-0.6428029000000001,Dove House Crescent
6554,,,,,Co-op Food,This spot is popular,Grocery Store,848,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6555,,,,,Tesco Express,This spot is popular,Grocery Store,999,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6556,,,,,Kennedy Park,This spot is popular,Park,408,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6557,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,615,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6558,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,780,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6559,,,,,Mark Seymour Photography,This spot is popular,Photography Studio,987,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6560,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,992,SL2 2QA Lynch Hill Lane,51.53522419999999,-0.6420617,Lynch Hill Lane
6561,,,,,Co-op Food,This spot is popular,Grocery Store,811,SL2 2QB Lynch Hill Lane,51.5355518,-0.6411833,Lynch Hill Lane
6562,,,,,Kennedy Park,This spot is popular,Park,368,SL2 2QB Lynch Hill Lane,51.5355518,-0.6411833,Lynch Hill Lane
6563,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,783,SL2 2QB Lynch Hill Lane,51.5355518,-0.6411833,Lynch Hill Lane
6564,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,675,SL2 2QB Lynch Hill Lane,51.5355518,-0.6411833,Lynch Hill Lane
6565,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,945,SL2 2QB Lynch Hill Lane,51.5355518,-0.6411833,Lynch Hill Lane
6566,,,,,Co-op Food,This spot is popular,Grocery Store,733,SL2 2QD Lynch Hill Lane,51.5354047,-0.6400273,Lynch Hill Lane
6567,,,,,Kennedy Park,This spot is popular,Park,291,SL2 2QD Lynch Hill Lane,51.5354047,-0.6400273,Lynch Hill Lane
6568,,,,,Burnham Beeches Hotel - Corus Hotels,This spot is popular,Hotel,846,SL2 2QD Lynch Hill Lane,51.5354047,-0.6400273,Lynch Hill Lane
6569,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,755,SL2 2QD Lynch Hill Lane,51.5354047,-0.6400273,Lynch Hill Lane
6570,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,864,SL2 2QD Lynch Hill Lane,51.5354047,-0.6400273,Lynch Hill Lane
6571,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,962,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6572,,,,,Co-op Food,This spot is popular,Grocery Store,647,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6573,,,,,Kennedy Park,This spot is popular,Park,235,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6574,,,,,Tesco Express,This spot is popular,Grocery Store,936,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6575,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,791,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6576,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,813,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6577,,,,,Booker,This spot is popular,Warehouse Store,855,SL2 2QL Lynch Hill Lane,51.53369770000001,-0.6399172,Lynch Hill Lane
6578,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,891,SL2 2QN Garrard Road,51.5330311,-0.6395810000000001,Garrard Road
6579,,,,,Co-op Food,This spot is popular,Grocery Store,605,SL2 2QN Garrard Road,51.5330311,-0.6395810000000001,Garrard Road
6580,,,,,Kennedy Park,This spot is popular,Park,233,SL2 2QN Garrard Road,51.5330311,-0.6395810000000001,Garrard Road
6581,,,,,Tesco Express,This spot is popular,Grocery Store,895,SL2 2QN Garrard Road,51.5330311,-0.6395810000000001,Garrard Road
6582,,,,,Booker,This spot is popular,Warehouse Store,778,SL2 2QN Garrard Road,51.5330311,-0.6395810000000001,Garrard Road
